 addr1_packet, addr1_bytes, addr2_packet, addr2_bytes
0.0,935.27015209198,0.0,218.01711511611938
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
8.0,2627.6664431095123,155.44275760650635,659.905734539032
17.82163166999817,1525.9346692562103,44.80707311630249,67556.52851104736
65.80350470542908,13075.858986854553,203.67724704742432,522.0
6.0,1506.2153975963593,6.0,0.0
155.0927791595459,30626.538571834564,163.60850763320923,67450.75513076782
163.14872455596924,13800.335495948792,162.69183444976807,1396715.9184217453
188.30938243865967,27212.15324306488,342.25031185150146,2947193.5857071877
235.5739288330078,27911.2097530365,585.028758764267,1535011.2610263824
298.07604217529297,15329.080240726471,627.1546835899353,2251449.2180051804
141.87112140655518,12757.42136001587,406.65382957458496,1996352.0902872086
202.7206621170044,13387.527483940125,412.4893751144409,2402842.544178009
209.08381938934326,30341.40296792984,330.79288625717163,2340559.751543045
193.96945095062256,13976.862600326538,624.1770958900452,1487019.371246338
8.689388751983643,1081.0520858764648,98.39392328262329,1122160.3470065594
0.0,0.0,0.0,0.0
76.8391261100769,3605.5394015312195,303.0,1385155.70703125
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
164.97559642791748,10240.855699539185,338.2229986190796,1474754.2354307175
1.0,1045.2187124490738,3.0,189.52612972259521
5.0,136.0,9.0,68749.37921881676
70.47588753700256,2298.9392700195312,196.34026670455933,1457710.2398805618
0.0,0.0,0.0,0.0
69.64506793022156,5890.501933097839,206.76726055145264,1443675.4281888008
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
69.0615725517273,5060.41157746315,535.4849362373352,1951980.42927742
0.0,1099.3608932495117,8.0,596.6699695587158
5.115147113800049,1716.0099575519562,40.40305733680725,522.0
115.3792073726654,5642.408458709717,225.20015907287598,1458404.9609065056
0.0,0.0,0.0,0.0
68.0,5776.048346757889,148.524423122406,49365.016113996506
61.713839292526245,5221.530292510986,301.40502977371216,1456905.2285461426
6.51917290687561,959.4284734725952,7.0504443645477295,522.0
0.0,286.1183886528015,47.70100712776184,66576.61699676514
84.00148105621338,12370.40310382843,326.86413288116455,1440691.3247175217
4.0,855.6809115409851,7.0,268.82165336608887
67.92978620529175,5198.306587219238,282.8628234863281,1423673.710430622
0.0,0.0,3.0,0.0
0.0,136.0,2.0,0.0
89.69309687614441,11445.795614480972,313.14773416519165,1428921.4235305786
43.09946250915527,1073.509506225586,9.0,91.1275372505188
7.0,27809.9078540802,198.06190586090088,48844.637800216675
75.39219570159912,8014.979907035828,300.76249527931213,1497070.201919794
348.46848487854004,25740.633049964905,10.146668195724487,1372733.4367132187
219.92180466651917,38088.810196876526,541.8802959918976,380488.4355792999
118.37391257286072,16780.223858833313,582.8366470336914,3491030.21011734
7.0,2676.516288757324,10.0,164.16434860229492
163.3656349182129,13846.91985654831,319.52462577819824,1621939.1270093918
0.0,1924.8978967666626,0.0,0.0
0.0,0.0,3.0,0.0
218.70717906951904,21994.774050712585,550.9391431808472,1462416.555407524
9.0,2390.0661010742188,40.37767672538757,36084.319041490555
0.0,0.0,0.0,0.0
210.7558650970459,11422.223611831665,298.0,1458409.672032833
0.0,0.0,0.0,0.0
8.0,1119.9984683990479,160.4784893989563,1229802.1772603989
68.0,5800.924605369568,303.3194375038147,1419738.940864563
4.0,100.30502033233643,40.52642750740051,855.346684217453
196.8005051612854,15868.714040756226,741.4063944816589,1490803.496159315
0.0,0.0,0.0,0.0
4.0,136.0,0.0,522.0
296.5335159301758,14087.40813589096,402.86447620391846,1265228.6779680252
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
114.69661045074463,5531.087914228439,298.0,1393809.6096439362
5.0,0.0,4.0,0.0
12.0,289.3015193939209,4.0,352.7728838920593
108.0,7848.675660133362,420.37369871139526,1540827.708990097
