 addr1_packet, addr1_bytes, addr2_packet, addr2_bytes
94.04054832458496,10714.964233398438,7.0,1254215.3156285286
199.32945728302002,22830.6191906929,372.54222869873047,1239895.74529171
141.7310025691986,8277.634838581085,369.7289867401123,2581119.176276207
225.9123339653015,17538.919761657715,681.3959999084473,3169929.6181726456
139.02514934539795,17736.098782777786,722.5326051712036,2796127.389337063
211.10871171951294,21341.76536130905,428.02821350097656,1341076.5199360847
321.32296109199524,23984.016693115234,602.528657913208,1336906.4907422066
342.2949810028076,22857.700835227966,424.0259704589844,3225303.068947315
201.9938449859619,16543.289341926575,583.2232022285461,1341794.276248932
4.766460180282593,0.0,7.0,1015.0
0.0,0.0,0.0,0.0
76.0,5608.784744024277,125.61305809020996,880894.527961731
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
139.7656807899475,2903.0324926376343,123.80714702606201,1339995.9151659012
7.0,1086.187466621399,1.0,522.0
12.0,2640.7133827209473,6.0,39236.11564254761
102.17783117294312,8054.0,415.2953989505768,2569124.943309784
0.0,0.0,0.0,0.0
302.689076423645,8429.772805690765,477.41144943237305,1263023.691318512
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
73.25679397583008,3092.0993814468384,214.5869541168213,1288036.2581820488
0.0,0.0,4.0,658.0
0.0,0.0,0.0,0.0
142.640070438385,8538.278829574585,476.9544801712036,1264709.213073969
0.0,0.0,0.0,0.0
46.72771644592285,840.4198236465454,6.0,567.4259886741638
202.41575145721436,8411.225018501282,583.2423448562622,1339807.7637267113
16.89399528503418,147.30770301818848,7.0,658.0
63.73022508621216,8420.568734645844,11.0955650806427,1183177.7568778992
0.0,0.0,0.0,0.0
0.0,0.0,5.0,143.92718017101288
76.8096055984497,4967.4965744018555,141.43807792663574,1259844.9838666916
5.837944746017456,488.3320527076721,107.0,136.0
0.0,0.0,0.0,0.0
109.81249046325684,10707.684432506561,591.5229034423828,1079111.3619880676
4.0,3916.7704582214355,107.39494276046753,658.0
50.610816955566406,2789.697111606598,4.0,856099.5938682556
106.92343330383301,5461.675605297089,7.0,1224137.1851329803
1.0,0.0,0.0,0.0
10.0,599.1284794807434,7.0,1102968.9834558964
69.0,3461.9935009479523,92.20945072174072,77388.43176031113
4.0,1676.5949082374573,2.0,1015.0
142.83601260185242,30233.407230377197,410.17025566101074,1012158.1261720657
69.0,2837.1358025074005,225.12233781814575,1201550.554965973
0.0,0.0,0.0,0.0
97.70777320861816,7643.934101819992,331.478572845459,822266.1987047195
27.804752826690674,5535.255161046982,7.0,1145.3916368484497
0.0,0.0,0.0,0.0
4.0,5698.782839775085,108.0,66896.56427359581
0.0,0.0,0.0,0.0
7.874360799789429,204.0,8.0,1143767.5629456043
266.3473472595215,10709.481976985931,683.5941352844238,1321505.5843214989
12.0,0.0,79.88821268081665,1015.0
356.1177797317505,10711.3093957901,410.3475799560547,1341384.9712734222
0.0,0.0,0.0,0.0
52.740806102752686,647.674157500267,7.0,0.0
72.3014132976532,6160.871028661728,150.09183502197266,1341759.3866887093
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
133.99273681640625,11692.659340381622,510.70748710632324,1341217.6384248734
0.0,0.0,0.0,0.0
3.0,0.0,0.0,537.0565159320831
236.72171759605408,11650.794258356094,636.2328200340271,3230733.9572861195
0.0,0.0,0.0,0.0
