 addr1_packet, addr1_bytes, addr2_packet, addr2_bytes
2.0,608.2853314876556,1.0,0.0
6.0,4593.351641893387,2.098886013031006,1709.1566973924637
1.0,0.0,16.223571300506592,0.0
5.0,14535.853639602661,3.0,0.0
1.0,6145.0467920303345,1.0,0.0
16.9549503326416,0.0,0.0,0.0
1.0,0.0,0.0,0.0
5.0,157.0,8.36234712600708,768.0
0.0,0.0,1.0,3917.0484602451324
12.637775421142578,157.0,1.0,0.0
1.0,335.7985372543335,1.0,0.0
25.675912141799927,19401.389442443848,40.22969651222229,52013.22999203205
8.0,344.0,6.352431297302246,695985.7676639557
2.0,6656.543284416199,0.0,1558.8541469573975
0.0,0.0,1.0,1201.5822122097015
1.0,97.31610596179962,0.0,0.0
6.0,167.88117569684982,0.0,1536.5198574066162
3.0,6114.560112953186,0.0,0.0
0.0,0.0,1.0,586703.8915159702
14.80765175819397,23993.069330453873,712.9306583404541,5665562.482957125
1.0,1505.2808217406273,0.0,0.0
1.0,3811.885449409485,67.23315644264221,238208.4783396721
7.0,496.8124113082886,36.92856705188751,716386.4015855789
0.0,0.0,1.0,68.09442019462585
8.0,53380.48874902725,5.068897247314453,5950.70165014267
3.0,10493.487509727478,167.79709196090698,4766374.728842378
5.122590899467468,42832.341054439545,4.0,845.2856038808823
12.49729323387146,14724.383200645447,4.0,6678.909816980362
33.54548454284668,42743.98706293106,746.0502581596375,1554308.703941822
131.28180742263794,355613.25283932686,851.0452184677124,8878785.133537292
20.134153604507446,134124.77518939972,855.6553707122803,8979763.625193477
19.51907777786255,383.6952075958252,805.8936727046967,4164634.210230112
16.00124442577362,68.0,699.8737168312073,5626207.100658298
148.21041250228882,67408.4149017334,818.9884099960327,8598045.42514348
141.54984617233276,380435.16496276855,862.5812301635742,8575013.215980768
7.0,23924.301221966743,762.1275577545166,8115047.57387352
0.0,0.0,0.0,0.0
19.38527548313141,26802.206643104553,0.0,0.0
7.0,413.0530534982681,3.0,243065.76862549782
0.0,0.0,0.0,0.0
29.990001440048218,12142.683694005013,791.5668261051178,150328.29191589355
47.16384470462799,86722.80279302597,806.5697979927063,8744686.28813529
51.48392128944397,354178.26094198227,859.9629459381104,8147689.870128155
130.32758831977844,42877.62035346031,846.5261898040771,9196947.560590744
53.613908767700195,402.72773164510727,841.1424217224121,7971317.864723682
137.39890837669373,23449.668920516968,850.0914583206177,8710470.702934504
17.0,1532.3170922398567,840.913444519043,4963.926275253296
1.0,157.0,0.0,0.0
1.0,196.99257045984268,44.39239192008972,0.0
0.0,0.0,0.0,78.46748805046082
2.0,1889.15604865551,0.0,0.0
5.0,7219.148847222328,0.0,0.0
0.0,0.0,56.53654646873474,5985.186241030693
2.0,382.8281316757202,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,96.18138647079468
7.0,1538.5007162690163,0.0,0.0
0.0,0.0,3.0,47674.40346682072
1.0,157.0,0.0,0.0
2.0,157.0,0.0,924.3998979330063
0.0,0.0,0.0,768.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
27.89121389389038,133966.8211402893,702.5879395008087,15801.58677303791
144.0856477022171,399325.3075942993,20.686891555786133,354.17009568214417
141.81384587287903,390903.2737121582,8.0,6163.94250190258
145.24343037605286,363382.49963378906,428.9937255382538,132.43477630615234
141.45465874671936,396025.97707366943,3.0,0.0
146.5075364112854,395725.14375305176,78.99384117126465,4455.287770271301
139.2517294883728,386050.96772766113,62.0836443901062,1543.2259521484375
143.18094158172607,351205.7252674103,436.97408294677734,789.4779597520828
70.4791567325592,190577.0301208496,418.8866591453552,4170268.2036800385
68.2238245010376,180046.00516176224,343.55814933776855,3628653.215033531
0.0,0.0,0.0,0.0
63.9438796043396,195.0,0.0,0.0
0.0,0.0,0.0,0.0
61.309508085250854,166871.0598680973,281.1875891685486,2621400.5899944305
1.0,1132.0,250.3678584098816,0.0
0.0,200.0,376.03644371032715,0.0
69.0473382472992,0.0,2.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
5.677600622177124,0.0,0.0,0.0
64.78387331962585,166649.09139490128,1.0,589867.3222141266
0.0,0.0,0.0,0.0
2.0,68.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
9.822404384613037,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.0,195.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
8.0,195.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
71.20379066467285,182013.51269340515,423.47477436065674,3030432.14636755
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
18.794422149658203,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
2.0,68.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
72.10631132125854,177499.27812314034,359.352388381958,3900662.962383747
8.0,15422.72590637207,390.4069766998291,3377482.5201506615
